id_parcela;id_contrato;numero_parcela;data_vencimento;data_pagamento;valor_devido;valor_pago;status_parcela;dias_atraso;categoria_aging
33;CTR00003;15;2026-07-06;;2834,91;;A_VENCER;0;A_VENCER
34;CTR00003;16;2026-08-06;;2834,91;;A_VENCER;0;A_VENCER
35;CTR00003;17;2026-09-06;;2834,91;;A_VENCER;0;A_VENCER
36;CTR00003;18;2026-10-06;;2834,91;;A_VENCER;0;A_VENCER
37;CTR00003;19;2026-11-06;;2834,91;;A_VENCER;0;A_VENCER
38;CTR00003;20;2026-12-06;;2834,91;;A_VENCER;0;A_VENCER
39;CTR00003;21;2027-01-06;;2834,91;;A_VENCER;0;A_VENCER
40;CTR00003;22;2027-02-06;;2834,91;;A_VENCER;0;A_VENCER
41;CTR00003;23;2027-03-06;;2834,91;;A_VENCER;0;A_VENCER
42;CTR00003;24;2027-04-06;;2834,91;;A_VENCER;0;A_VENCER
43;CTR00003;25;2027-05-06;;2834,91;;A_VENCER;0;A_VENCER
44;CTR00003;26;2027-06-06;;2834,91;;A_VENCER;0;A_VENCER
45;CTR00003;27;2027-07-06;;2834,91;;A_VENCER;0;A_VENCER
46;CTR00003;28;2027-08-06;;2834,91;;A_VENCER;0;A_VENCER
47;CTR00003;29;2027-09-06;;2834,91;;A_VENCER;0;A_VENCER
48;CTR00003;30;2027-10-06;;2834,91;;A_VENCER;0;A_VENCER
49;CTR00003;31;2027-11-06;;2834,91;;A_VENCER;0;A_VENCER
50;CTR00003;32;2027-12-06;;2834,91;;A_VENCER;0;A_VENCER
51;CTR00003;33;2028-01-06;;2834,91;;A_VENCER;0;A_VENCER
52;CTR00003;34;2028-02-06;;2834,91;;A_VENCER;0;A_VENCER
53;CTR00003;35;2028-03-06;;2834,91;;A_VENCER;0;A_VENCER
54;CTR00003;36;2028-04-06;;2834,91;;A_VENCER;0;A_VENCER
55;CTR00003;37;2028-05-06;;2834,91;;A_VENCER;0;A_VENCER
56;CTR00003;38;2028-06-06;;2834,91;;A_VENCER;0;A_VENCER
57;CTR00003;39;2028-07-06;;2834,91;;A_VENCER;0;A_VENCER
58;CTR00003;40;2028-08-06;;2834,91;;A_VENCER;0;A_VENCER
59;CTR00003;41;2028-09-06;;2834,91;;A_VENCER;0;A_VENCER
60;CTR00003;42;2028-10-06;;2834,91;;A_VENCER;0;A_VENCER
61;CTR00003;43;2028-11-06;;2834,91;;A_VENCER;0;A_VENCER
62;CTR00003;44;2028-12-06;;2834,91;;A_VENCER;0;A_VENCER
63;CTR00003;45;2029-01-06;;2834,91;;A_VENCER;0;A_VENCER
64;CTR00003;46;2029-02-06;;2834,91;;A_VENCER;0;A_VENCER
65;CTR00003;47;2029-03-06;;2834,91;;A_VENCER;0;A_VENCER
66;CTR00003;48;2029-04-06;;2834,91;;A_VENCER;0;A_VENCER
67;CTR00003;49;2029-05-06;;2834,91;;A_VENCER;0;A_VENCER
68;CTR00003;50;2029-06-06;;2834,91;;A_VENCER;0;A_VENCER
69;CTR00003;51;2029-07-06;;2834,91;;A_VENCER;0;A_VENCER
70;CTR00003;52;2029-08-06;;2834,91;;A_VENCER;0;A_VENCER
71;CTR00003;53;2029-09-06;;2834,91;;A_VENCER;0;A_VENCER
72;CTR00003;54;2029-10-06;;2834,91;;A_VENCER;0;A_VENCER
73;CTR00003;55;2029-11-06;;2834,91;;A_VENCER;0;A_VENCER
74;CTR00003;56;2029-12-06;;2834,91;;A_VENCER;0;A_VENCER
75;CTR00003;57;2030-01-06;;2834,91;;A_VENCER;0;A_VENCER
76;CTR00003;58;2030-02-06;;2834,91;;A_VENCER;0;A_VENCER
77;CTR00003;59;2030-03-06;;2834,91;;A_VENCER;0;A_VENCER
78;CTR00003;60;2030-04-06;;2834,91;;A_VENCER;0;A_VENCER
79;CTR00004;1;2025-06-18;2025-06-15;7218,81;7167,78;PAGO_EM_DIA;0;EM_DIA
80;CTR00004;2;2025-07-18;2025-07-30;7218,81;7173,48;PAGO_COM_ATRASO;12;1-12 dias
81;CTR00004;3;2025-08-18;2025-08-16;7218,81;7079,9;PAGO_EM_DIA;0;EM_DIA
82;CTR00004;4;2025-09-18;2025-09-17;7218,81;7189,1;PAGO_EM_DIA;0;EM_DIA
83;CTR00004;5;2025-10-18;2025-10-17;7218,81;7205,96;PAGO_EM_DIA;0;EM_DIA
84;CTR00004;6;2025-11-18;2025-11-15;7218,81;7165,42;PAGO_EM_DIA;0;EM_DIA
85;CTR00004;7;2025-12-18;2025-12-18;7218,81;7130,67;PAGO_EM_DIA;0;EM_DIA
86;CTR00004;8;2026-01-18;2026-01-18;7218,81;7167,04;PAGO_EM_DIA;0;EM_DIA
87;CTR00004;9;2026-02-18;2026-02-18;7218,81;7175,62;PAGO_EM_DIA;0;EM_DIA
88;CTR00004;10;2026-03-18;2026-03-18;7218,81;7116,28;PAGO_EM_DIA;0;EM_DIA
89;CTR00004;11;2026-04-18;2026-04-18;7218,81;7115,08;PAGO_EM_DIA;0;EM_DIA
90;CTR00004;12;2026-05-18;2026-05-25;7218,81;7131,48;PAGO_COM_ATRASO;7;1-7 dias
91;CTR00004;13;2026-06-18;2026-06-15;7218,81;7097,0;PAGO_EM_DIA;0;EM_DIA
92;CTR00004;14;2026-07-18;;7218,81;;A_VENCER;0;A_VENCER
93;CTR00004;15;2026-08-18;;7218,81;;A_VENCER;0;A_VENCER
94;CTR00004;16;2026-09-18;;7218,81;;A_VENCER;0;A_VENCER
95;CTR00004;17;2026-10-18;;7218,81;;A_VENCER;0;A_VENCER
96;CTR00004;18;2026-11-18;;7218,81;;A_VENCER;0;A_VENCER
97;CTR00004;19;2026-12-18;;7218,81;;A_VENCER;0;A_VENCER
98;CTR00004;20;2027-01-18;;7218,81;;A_VENCER;0;A_VENCER
99;CTR00004;21;2027-02-18;;7218,81;;A_VENCER;0;A_VENCER
100;CTR00004;22;2027-03-18;;7218,81;;A_VENCER;0;A_VENCER
101;CTR00004;23;2027-04-18;;7218,81;;A_VENCER;0;A_VENCER
102;CTR00004;24;2027-05-18;;7218,81;;A_VENCER;0;A_VENCER
103;CTR00005;1;2024-09-27;2024-09-25;906,45;905,68;PAGO_EM_DIA;0;EM_DIA
104;CTR00005;2;2024-10-27;2024-10-26;906,45;890,56;PAGO_EM_DIA;0;EM_DIA
105;CTR00005;3;2024-11-27;2024-11-24;906,45;898,06;PAGO_EM_DIA;0;EM_DIA
106;CTR00005;4;2024-12-27;2025-01-01;906,45;892,13;PAGO_COM_ATRASO;5;1-5 dias
107;CTR00005;5;2025-01-27;2025-01-25;906,45;892,16;PAGO_EM_DIA;0;EM_DIA
108;CTR00005;6;2025-02-27;2025-03-13;906,45;897,61;PAGO_COM_ATRASO;14;1-14 dias
109;CTR00005;7;2025-03-27;2025-03-26;906,45;899,5;PAGO_EM_DIA;0;EM_DIA
110;CTR00005;8;2025-04-27;2025-04-27;906,45;891,61;PAGO_EM_DIA;0;EM_DIA
111;CTR00005;9;2025-05-27;2025-05-27;906,45;903,76;PAGO_EM_DIA;0;EM_DIA
112;CTR00005;10;2025-06-27;2025-07-06;906,45;896,68;PAGO_COM_ATRASO;9;1-9 dias
113;CTR00005;11;2025-07-27;2025-07-25;906,45;900,5;PAGO_EM_DIA;0;EM_DIA
114;CTR00005;12;2025-08-27;2025-08-26;906,45;901,48;PAGO_EM_DIA;0;EM_DIA
115;CTR00005;13;2025-09-27;2025-09-25;906,45;894,8;PAGO_EM_DIA;0;EM_DIA
116;CTR00005;14;2025-10-27;2025-10-26;906,45;890,13;PAGO_EM_DIA;0;EM_DIA
117;CTR00005;15;2025-11-27;2025-11-26;906,45;894,08;PAGO_EM_DIA;0;EM_DIA
118;CTR00005;16;2025-12-27;2025-12-25;906,45;900,89;PAGO_EM_DIA;0;EM_DIA
119;CTR00005;17;2026-01-27;2026-01-25;906,45;902,96;PAGO_EM_DIA;0;EM_DIA
120;CTR00005;18;2026-02-27;2026-03-02;906,45;888,41;PAGO_COM_ATRASO;3;1-3 dias
121;CTR00005;19;2026-03-27;2026-03-26;906,45;901,23;PAGO_EM_DIA;0;EM_DIA
122;CTR00005;20;2026-04-27;2026-04-25;906,45;903,55;PAGO_EM_DIA;0;EM_DIA
123;CTR00005;21;2026-05-27;2026-05-25;906,45;904,24;PAGO_EM_DIA;0;EM_DIA
124;CTR00005;22;2026-06-27;;906,45;;A_VENCER;0;A_VENCER
125;CTR00005;23;2026-07-27;;906,45;;A_VENCER;0;A_VENCER
126;CTR00005;24;2026-08-27;;906,45;;A_VENCER;0;A_VENCER
127;CTR00005;25;2026-09-27;;906,45;;A_VENCER;0;A_VENCER
128;CTR00005;26;2026-10-27;;906,45;;A_VENCER;0;A_VENCER
129;CTR00005;27;2026-11-27;;906,45;;A_VENCER;0;A_VENCER
130;CTR00005;28;2026-12-27;;906,45;;A_VENCER;0;A_VENCER
131;CTR00005;29;2027-01-27;;906,45;;A_VENCER;0;A_VENCER
132;CTR00005;30;2027-02-27;;906,45;;A_VENCER;0;A_VENCER
133;CTR00005;31;2027-03-27;;906,45;;A_VENCER;0;A_VENCER
134;CTR00005;32;2027-04-27;;906,45;;A_VENCER;0;A_VENCER
135;CTR00005;33;2027-05-27;;906,45;;A_VENCER;0;A_VENCER
136;CTR00005;34;2027-06-27;;906,45;;A_VENCER;0;A_VENCER
137;CTR00005;35;2027-07-27;;906,45;;A_VENCER;0;A_VENCER
138;CTR00005;36;2027-08-27;;906,45;;A_VENCER;0;A_VENCER
139;CTR00005;37;2027-09-27;;906,45;;A_VENCER;0;A_VENCER
140;CTR00005;38;2027-10-27;;906,45;;A_VENCER;0;A_VENCER
141;CTR00005;39;2027-11-27;;906,45;;A_VENCER;0;A_VENCER
142;CTR00005;40;2027-12-27;;906,45;;A_VENCER;0;A_VENCER
143;CTR00005;41;2028-01-27;;906,45;;A_VENCER;0;A_VENCER
144;CTR00005;42;2028-02-27;;906,45;;A_VENCER;0;A_VENCER
145;CTR00005;43;2028-03-27;;906,45;;A_VENCER;0;A_VENCER
146;CTR00005;44;2028-04-27;;906,45;;A_VENCER;0;A_VENCER
147;CTR00005;45;2028-05-27;;906,45;;A_VENCER;0;A_VENCER
148;CTR00005;46;2028-06-27;;906,45;;A_VENCER;0;A_VENCER
149;CTR00005;47;2028-07-27;;906,45;;A_VENCER;0;A_VENCER
150;CTR00005;48;2028-08-27;;906,45;;A_VENCER;0;A_VENCER
151;CTR00005;49;2028-09-27;;906,45;;A_VENCER;0;A_VENCER
152;CTR00005;50;2028-10-27;;906,45;;A_VENCER;0;A_VENCER
153;CTR00005;51;2028-11-27;;906,45;;A_VENCER;0;A_VENCER
154;CTR00005;52;2028-12-27;;906,45;;A_VENCER;0;A_VENCER
155;CTR00005;53;2029-01-27;;906,45;;A_VENCER;0;A_VENCER
156;CTR00005;54;2029-02-27;;906,45;;A_VENCER;0;A_VENCER
157;CTR00005;55;2029-03-27;;906,45;;A_VENCER;0;A_VENCER
158;CTR00005;56;2029-04-27;;906,45;;A_VENCER;0;A_VENCER
159;CTR00005;57;2029-05-27;;906,45;;A_VENCER;0;A_VENCER
160;CTR00005;58;2029-06-27;;906,45;;A_VENCER;0;A_VENCER
161;CTR00005;59;2029-07-27;;906,45;;A_VENCER;0;A_VENCER
162;CTR00005;60;2029-08-27;;906,45;;A_VENCER;0;A_VENCER
163;CTR00006;1;2023-09-11;2023-09-09;4751,34;4737,91;PAGO_EM_DIA;0;EM_DIA
164;CTR00006;2;2023-10-11;2023-10-10;4751,34;4681,33;PAGO_EM_DIA;0;EM_DIA
165;CTR00006;3;2023-11-11;2023-11-13;4751,34;4725,44;PAGO_COM_ATRASO;2;1-2 dias
166;CTR00006;4;2023-12-11;2023-12-25;4751,34;4704,51;PAGO_COM_ATRASO;14;1-14 dias
167;CTR00006;5;2024-01-11;2024-01-08;4751,34;4729,41;PAGO_EM_DIA;0;EM_DIA
168;CTR00006;6;2024-02-11;2024-02-11;4751,34;4708,73;PAGO_EM_DIA;0;EM_DIA
169;CTR00006;7;2024-03-11;2024-03-08;4751,34;4718,45;PAGO_EM_DIA;0;EM_DIA
170;CTR00006;8;2024-04-11;2024-04-08;4751,34;4677,53;PAGO_EM_DIA;0;EM_DIA
171;CTR00006;9;2024-05-11;2024-05-09;4751,34;4669,04;PAGO_EM_DIA;0;EM_DIA
172;CTR00006;10;2024-06-11;2024-06-11;4751,34;4694,02;PAGO_EM_DIA;0;EM_DIA
173;CTR00006;11;2024-07-11;2024-07-10;4751,34;4736,89;PAGO_EM_DIA;0;EM_DIA
174;CTR00006;12;2024-08-11;2024-08-10;4751,34;4728,27;PAGO_EM_DIA;0;EM_DIA
175;CTR00006;13;2024-09-11;2024-09-10;4751,34;4673,34;PAGO_EM_DIA;0;EM_DIA
176;CTR00006;14;2024-10-11;2024-10-22;4751,34;4739,2;PAGO_COM_ATRASO;11;1-11 dias
177;CTR00006;15;2024-11-11;2024-11-08;4751,34;4745,56;PAGO_EM_DIA;0;EM_DIA
178;CTR00006;16;2024-12-11;2024-12-08;4751,34;4678,34;PAGO_EM_DIA;0;EM_DIA
179;CTR00006;17;2025-01-11;2025-01-10;4751,34;4660,38;PAGO_EM_DIA;0;EM_DIA
180;CTR00006;18;2025-02-11;2025-02-09;4751,34;4693,19;PAGO_EM_DIA;0;EM_DIA
181;CTR00006;19;2025-03-11;2025-03-26;4751,34;4660,73;PAGO_COM_ATRASO;15;1-15 dias
182;CTR00006;20;2025-04-11;;4751,34;;INADIMPLENTE;435;90+ dias
183;CTR00006;21;2025-05-11;2025-05-09;4751,34;4735,65;PAGO_EM_DIA;0;EM_DIA
184;CTR00006;22;2025-06-11;2025-06-10;4751,34;4692,11;PAGO_EM_DIA;0;EM_DIA
185;CTR00006;23;2025-07-11;2025-07-11;4751,34;4705,41;PAGO_EM_DIA;0;EM_DIA
186;CTR00006;24;2025-08-11;2025-08-10;4751,34;4705,38;PAGO_EM_DIA;0;EM_DIA
187;CTR00006;25;2025-09-11;2025-09-09;4751,34;4702,58;PAGO_EM_DIA;0;EM_DIA
188;CTR00006;26;2025-10-11;2025-10-11;4751,34;4704,0;PAGO_EM_DIA;0;EM_DIA
189;CTR00006;27;2025-11-11;2025-11-10;4751,34;4678,17;PAGO_EM_DIA;0;EM_DIA
190;CTR00006;28;2025-12-11;2025-12-09;4751,34;4676,41;PAGO_EM_DIA;0;EM_DIA
191;CTR00006;29;2026-01-11;2026-01-09;4751,34;4713,52;PAGO_EM_DIA;0;EM_DIA
192;CTR00006;30;2026-02-11;2026-02-10;4751,34;4695,71;PAGO_EM_DIA;0;EM_DIA
193;CTR00006;31;2026-03-11;2026-03-11;4751,34;4702,07;PAGO_EM_DIA;0;EM_DIA
194;CTR00006;32;2026-04-11;2026-04-10;4751,34;4712,45;PAGO_EM_DIA;0;EM_DIA
195;CTR00006;33;2026-05-11;2026-05-08;4751,34;4658,45;PAGO_EM_DIA;0;EM_DIA
196;CTR00006;34;2026-06-11;2026-06-10;4751,34;4669,12;PAGO_EM_DIA;0;EM_DIA
197;CTR00006;35;2026-07-11;;4751,34;;A_VENCER;0;A_VENCER
198;CTR00006;36;2026-08-11;;4751,34;;A_VENCER;0;A_VENCER
199;CTR00006;37;2026-09-11;;4751,34;;A_VENCER;0;A_VENCER
200;CTR00006;38;2026-10-11;;4751,34;;A_VENCER;0;A_VENCER
201;CTR00006;39;2026-11-11;;4751,34;;A_VENCER;0;A_VENCER
202;CTR00006;40;2026-12-11;;4751,34;;A_VENCER;0;A_VENCER
203;CTR00006;41;2027-01-11;;4751,34;;A_VENCER;0;A_VENCER
204;CTR00006;42;2027-02-11;;4751,34;;A_VENCER;0;A_VENCER
205;CTR00006;43;2027-03-11;;4751,34;;A_VENCER;0;A_VENCER
206;CTR00006;44;2027-04-11;;4751,34;;A_VENCER;0;A_VENCER
207;CTR00006;45;2027-05-11;;4751,34;;A_VENCER;0;A_VENCER
208;CTR00006;46;2027-06-11;;4751,34;;A_VENCER;0;A_VENCER
209;CTR00006;47;2027-07-11;;4751,34;;A_VENCER;0;A_VENCER
210;CTR00006;48;2027-08-11;;4751,34;;A_VENCER;0;A_VENCER
211;CTR00007;1;2024-02-04;2024-02-04;1141,6;1138,83;PAGO_EM_DIA;0;EM_DIA
212;CTR00007;2;2024-03-04;2024-03-02;1141,6;1140,4;PAGO_EM_DIA;0;EM_DIA
213;CTR00007;3;2024-04-04;2024-04-01;1141,6;1138,57;PAGO_EM_DIA;0;EM_DIA
214;CTR00007;4;2024-05-04;2024-05-01;1141,6;1132,49;PAGO_EM_DIA;0;EM_DIA
215;CTR00007;5;2024-06-04;2024-06-03;1141,6;1133,0;PAGO_EM_DIA;0;EM_DIA
216;CTR00007;6;2024-07-04;2024-07-03;1141,6;1135,3;PAGO_EM_DIA;0;EM_DIA
217;CTR00007;7;2024-08-04;2024-08-01;1141,6;1132,39;PAGO_EM_DIA;0;EM_DIA
218;CTR00007;8;2024-09-04;2024-09-01;1141,6;1127,57;PAGO_EM_DIA;0;EM_DIA
219;CTR00007;9;2024-10-04;2024-10-03;1141,6;1130,7;PAGO_EM_DIA;0;EM_DIA
220;CTR00007;10;2024-11-04;2024-11-15;1141,6;1128,35;PAGO_COM_ATRASO;11;1-11 dias
221;CTR00007;11;2024-12-04;2024-12-04;1141,6;1122,82;PAGO_EM_DIA;0;EM_DIA
222;CTR00007;12;2025-01-04;2025-01-14;1141,6;1119,66;PAGO_COM_ATRASO;10;1-10 dias
223;CTR00007;13;2025-02-04;2025-02-04;1141,6;1120,9;PAGO_EM_DIA;0;EM_DIA
224;CTR00007;14;2025-03-04;2025-03-04;1141,6;1139,25;PAGO_EM_DIA;0;EM_DIA
225;CTR00007;15;2025-04-04;2025-04-01;1141,6;1130,69;PAGO_EM_DIA;0;EM_DIA
226;CTR00007;16;2025-05-04;2025-05-04;1141,6;1134,7;PAGO_EM_DIA;0;EM_DIA
227;CTR00007;17;2025-06-04;2025-06-01;1141,6;1136,8;PAGO_EM_DIA;0;EM_DIA
228;CTR00007;18;2025-07-04;2025-07-04;1141,6;1128,48;PAGO_EM_DIA;0;EM_DIA
229;CTR00007;19;2025-08-04;2025-08-03;1141,6;1139,55;PAGO_EM_DIA;0;EM_DIA
230;CTR00007;20;2025-09-04;2025-09-01;1141,6;1124,65;PAGO_EM_DIA;0;EM_DIA
231;CTR00007;21;2025-10-04;2025-10-04;1141,6;1131,96;PAGO_EM_DIA;0;EM_DIA
232;CTR00007;22;2025-11-04;2025-11-04;1141,6;1127,33;PAGO_EM_DIA;0;EM_DIA
233;CTR00007;23;2025-12-04;2025-12-02;1141,6;1128,1;PAGO_EM_DIA;0;EM_DIA
234;CTR00007;24;2026-01-04;2026-01-01;1141,6;1133,64;PAGO_EM_DIA;0;EM_DIA
235;CTR00007;25;2026-02-04;2026-02-01;1141,6;1131,66;PAGO_EM_DIA;0;EM_DIA
236;CTR00007;26;2026-03-04;2026-03-01;1141,6;1136,01;PAGO_EM_DIA;0;EM_DIA
237;CTR00007;27;2026-04-04;2026-04-01;1141,6;1122,85;PAGO_EM_DIA;0;EM_DIA
238;CTR00007;28;2026-05-04;2026-05-01;1141,6;1124,56;PAGO_EM_DIA;0;EM_DIA
239;CTR00007;29;2026-06-04;2026-06-02;1141,6;1136,44;PAGO_EM_DIA;0;EM_DIA
240;CTR00007;30;2026-07-04;;1141,6;;A_VENCER;0;A_VENCER
241;CTR00007;31;2026-08-04;;1141,6;;A_VENCER;0;A_VENCER
242;CTR00007;32;2026-09-04;;1141,6;;A_VENCER;0;A_VENCER
243;CTR00007;33;2026-10-04;;1141,6;;A_VENCER;0;A_VENCER
244;CTR00007;34;2026-11-04;;1141,6;;A_VENCER;0;A_VENCER
245;CTR00007;35;2026-12-04;;1141,6;;A_VENCER;0;A_VENCER
246;CTR00007;36;2027-01-04;;1141,6;;A_VENCER;0;A_VENCER
247;CTR00007;37;2027-02-04;;1141,6;;A_VENCER;0;A_VENCER
248;CTR00007;38;2027-03-04;;1141,6;;A_VENCER;0;A_VENCER
249;CTR00007;39;2027-04-04;;1141,6;;A_VENCER;0;A_VENCER
250;CTR00007;40;2027-05-04;;1141,6;;A_VENCER;0;A_VENCER
251;CTR00007;41;2027-06-04;;1141,6;;A_VENCER;0;A_VENCER
252;CTR00007;42;2027-07-04;;1141,6;;A_VENCER;0;A_VENCER
253;CTR00007;43;2027-08-04;;1141,6;;A_VENCER;0;A_VENCER
254;CTR00007;44;2027-09-04;;1141,6;;A_VENCER;0;A_VENCER
255;CTR00007;45;2027-10-04;;1141,6;;A_VENCER;0;A_VENCER
256;CTR00007;46;2027-11-04;;1141,6;;A_VENCER;0;A_VENCER
257;CTR00007;47;2027-12-04;;1141,6;;A_VENCER;0;A_VENCER
258;CTR00007;48;2028-01-04;;1141,6;;A_VENCER;0;A_VENCER
259;CTR00007;49;2028-02-04;;1141,6;;A_VENCER;0;A_VENCER
260;CTR00007;50;2028-03-04;;1141,6;;A_VENCER;0;A_VENCER
261;CTR00007;51;2028-04-04;;1141,6;;A_VENCER;0;A_VENCER
262;CTR00007;52;2028-05-04;;1141,6;;A_VENCER;0;A_VENCER
263;CTR00007;53;2028-06-04;;1141,6;;A_VENCER;0;A_VENCER
264;CTR00007;54;2028-07-04;;1141,6;;A_VENCER;0;A_VENCER
265;CTR00007;55;2028-08-04;;1141,6;;A_VENCER;0;A_VENCER
266;CTR00007;56;2028-09-04;;1141,6;;A_VENCER;0;A_VENCER
267;CTR00007;57;2028-10-04;;1141,6;;A_VENCER;0;A_VENCER
268;CTR00007;58;2028-11-04;;1141,6;;A_VENCER;0;A_VENCER
269;CTR00007;59;2028-12-04;;1141,6;;A_VENCER;0;A_VENCER
270;CTR00007;60;2029-01-04;;1141,6;;A_VENCER;0;A_VENCER
271;CTR00008;1;2024-05-15;2024-05-14;52497,04;51552,39;PAGO_EM_DIA;0;EM_DIA
272;CTR00008;2;2024-06-15;2024-06-13;52497,04;52287,95;PAGO_EM_DIA;0;EM_DIA
273;CTR00008;3;2024-07-15;2024-07-15;52497,04;51615,86;PAGO_EM_DIA;0;EM_DIA
274;CTR00008;4;2024-08-15;2024-08-16;52497,04;52291,64;PAGO_COM_ATRASO;1;1-1 dias
275;CTR00008;5;2024-09-15;2024-09-12;52497,04;52419,2;PAGO_EM_DIA;0;EM_DIA
276;CTR00008;6;2024-10-15;2024-10-15;52497,04;51723,33;PAGO_EM_DIA;0;EM_DIA
277;CTR00008;7;2024-11-15;2024-11-15;52497,04;52207,78;PAGO_EM_DIA;0;EM_DIA
278;CTR00008;8;2024-12-15;2024-12-22;52497,04;52091,73;PAGO_COM_ATRASO;7;1-7 dias
279;CTR00008;9;2025-01-15;2025-01-15;52497,04;52440,04;PAGO_EM_DIA;0;EM_DIA
280;CTR00008;10;2025-02-15;2025-02-12;52497,04;51907,99;PAGO_EM_DIA;0;EM_DIA
281;CTR00008;11;2025-03-15;2025-03-13;52497,04;51651,57;PAGO_EM_DIA;0;EM_DIA
282;CTR00008;12;2025-04-15;2025-04-14;52497,04;52093,01;PAGO_EM_DIA;0;EM_DIA
283;CTR00008;13;2025-05-15;2025-05-13;52497,04;51698,3;PAGO_EM_DIA;0;EM_DIA
284;CTR00008;14;2025-06-15;2025-06-14;52497,04;51538,28;PAGO_EM_DIA;0;EM_DIA
285;CTR00008;15;2025-07-15;2025-07-12;52497,04;51817,86;PAGO_EM_DIA;0;EM_DIA
286;CTR00008;16;2025-08-15;2025-08-14;52497,04;51990,7;PAGO_EM_DIA;0;EM_DIA
287;CTR00008;17;2025-09-15;2025-09-15;52497,04;52412,18;PAGO_EM_DIA;0;EM_DIA
288;CTR00008;18;2025-10-15;2025-10-13;52497,04;51811,93;PAGO_EM_DIA;0;EM_DIA
289;CTR00009;1;2025-05-07;2025-05-04;1000,19;990,31;PAGO_EM_DIA;0;EM_DIA
290;CTR00009;2;2025-06-07;2025-06-05;1000,19;986,99;PAGO_EM_DIA;0;EM_DIA
291;CTR00009;3;2025-07-07;2025-07-05;1000,19;997,71;PAGO_EM_DIA;0;EM_DIA
292;CTR00009;4;2025-08-07;2025-08-05;1000,19;994,07;PAGO_EM_DIA;0;EM_DIA
